Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
1,Shai Gilgeous-Alexander,26,OKC,PG,44,44,34.4,11.3,21.4,.528,2.0,5.7,.351,9.3,15.7,.592,.574,7.5,8.3,.906,0.9,4.4,5.3,6.0,2.1,1.1,2.7,2.2,32.1,,gilgesh01
2,Giannis Antetokounmpo,30,MIL,PF,38,38,34.8,12.6,20.8,.605,0.1,0.7,.143,12.4,20.0,.622,.607,6.3,10.8,.585,2.2,10.0,12.2,5.9,0.8,1.4,3.4,2.4,31.5,,antetgi01
3,Nikola Jokić,29,DEN,C,40,40,36.4,11.5,20.1,.570,2.0,4.3,.474,9.4,15.8,.597,.621,5.1,6.3,.812,3.3,9.8,13.1,10.2,1.8,0.7,3.1,2.0,30.0,,jokicni01
4,LaMelo Ball,23,CHO,PG,31,31,33.3,9.7,23.3,.419,4.1,12.3,.337,5.6,11.0,.510,.508,4.5,5.5,.820,1.0,4.3,5.3,7.3,1.4,0.3,3.7,3.5,28.2,,ballla01
5,Luka Dončić,25,DAL,PG,22,22,35.7,9.8,21.2,.464,3.4,9.6,.354,6.4,11.5,.555,.544,5.1,6.6,.767,0.7,7.6,8.3,7.8,2.0,0.4,3.4,2.6,28.1,,doncilu01
6,Kevin Durant,36,PHO,PF,35,35,36.1,9.8,18.7,.523,2.3,5.7,.398,7.5,13.0,.578,.584,5.2,6.3,.832,0.5,5.9,6.4,4.1,0.8,1.3,3.1,1.7,27.1,,duranke01
7,Jayson Tatum,26,BOS,PF,44,44,36.4,9.0,19.9,.453,3.6,10.2,.350,5.5,9.8,.559,.542,5.3,6.6,.801,0.6,8.4,9.0,5.5,1.3,0.5,2.8,2.3,26.9,,tatumja01
8,Tyrese Maxey,24,PHI,PG,37,37,37.9,9.2,21.4,.432,3.3,9.6,.339,5.9,11.7,.508,.508,4.9,5.7,.863,0.2,3.2,3.5,6.0,2.0,0.4,2.4,2.2,26.6,,maxeyty01
9,Anthony Davis,31,LAL,C,41,41,34.9,9.7,18.4,.527,0.7,2.3,.298,9.0,16.1,.560,.546,6.2,7.8,.788,2.9,9.3,12.1,3.4,1.3,2.2,2.2,2.0,26.3,,davisan02
10,Anthony Edwards,23,MIN,SG,46,46,36.6,9.0,20.3,.442,4.1,9.8,.419,4.8,10.5,.463,.543,4.2,5.1,.826,0.8,4.9,5.7,4.4,1.2,0.5,3.3,1.9,26.3,,edwaran01
11,Jalen Brunson,28,NYK,PG,46,46,35.1,8.9,18.3,.488,2.4,5.9,.403,6.5,12.3,.529,.554,5.6,6.9,.813,0.4,2.4,2.9,7.4,0.9,0.0,2.3,2.2,25.8,,brunsja01
12,Devin Booker,28,PHO,SG,40,40,36.9,8.3,18.9,.441,2.7,7.8,.342,5.7,11.1,.511,.512,6.2,6.9,.895,1.0,3.0,4.0,6.7,1.2,0.3,2.4,2.3,25.5,,bookede01
13,Damian Lillard,34,MIL,PG,37,37,36.3,7.9,17.4,.453,3.5,9.0,.383,4.4,8.3,.529,.553,6.3,6.8,.921,0.5,4.2,4.7,7.3,1.2,0.2,2.9,1.8,25.5,,lillada01
14,De'Aaron Fox,27,SAC,PG,43,43,37.2,9.3,19.8,.468,2.0,6.3,.324,7.2,13.5,.536,.520,4.6,5.6,.826,1.0,3.9,5.0,6.2,1.5,0.5,3.0,2.7,25.2,,foxde01
15,Karl-Anthony Towns,29,NYK,C,42,42,34.6,9.0,16.6,.540,2.0,4.7,.432,6.9,11.8,.584,.602,4.9,5.9,.841,3.1,10.7,13.8,3.4,1.0,0.8,2.6,3.4,24.9,,townska01
16,Cade Cunningham,23,DET,PG,42,42,35.6,9.3,20.6,.452,2.3,6.4,.363,7.0,14.3,.492,.508,3.8,4.6,.825,0.9,5.5,6.4,9.4,0.9,0.8,4.6,2.7,24.8,,cunnica01
17,Cam Thomas,23,BRK,SG,19,17,32.3,7.9,17.7,.448,2.8,7.6,.375,5.1,10.2,.503,.528,5.9,6.8,.876,0.5,3.1,3.6,3.4,0.7,0.1,2.7,1.9,24.7,,thomaca02
18,Franz Wagner,23,ORL,SF,28,28,33.0,8.9,19.3,.462,2.0,6.4,.317,6.9,12.8,.535,.515,4.9,5.6,.872,0.9,4.7,5.6,5.4,1.5,0.5,2.5,2.3,24.7,,wagnefr01
19,Victor Wembanyama,21,SAS,C,38,38,33.2,9.0,18.9,.476,3.2,9.1,.353,5.8,9.8,.591,.561,3.3,3.9,.844,1.7,9.1,10.8,3.7,1.1,3.9,3.5,2.1,24.5,,wembavi01
20,Joel Embiid,30,PHI,C,13,13,29.5,7.6,16.8,.452,1.2,3.8,.327,6.4,13.1,.488,.489,7.9,8.6,.920,1.7,6.2,7.9,3.8,0.8,1.0,3.2,2.2,24.4,,embiijo01
21,Tyler Herro,25,MIA,SG,44,44,35.5,8.4,17.6,.474,3.9,9.7,.400,4.5,7.9,.564,.584,3.5,4.0,.871,0.3,5.3,5.6,5.4,0.7,0.1,2.5,1.4,24.1,,herroty01
22,Kyrie Irving,32,DAL,SG,37,37,35.8,8.9,18.4,.482,2.9,7.0,.422,5.9,11.4,.519,.563,3.5,3.8,.901,1.0,3.5,4.5,4.9,1.2,0.4,2.3,2.2,24.1,,irvinky01
23,Zach LaVine,29,CHI,SF,42,42,34.1,8.6,16.9,.511,3.2,7.3,.446,5.4,9.6,.560,.607,3.5,4.3,.797,0.3,4.5,4.8,4.5,0.9,0.2,2.9,1.5,24.0,,lavinza01
24,Paolo Banchero,22,ORL,PF,14,14,33.6,8.1,18.4,.438,1.9,5.6,.346,6.1,12.9,.478,.490,5.9,9.1,.646,1.4,6.5,7.9,4.9,0.6,0.8,3.4,2.2,23.9,,banchpa01
25,Norman Powell,31,LAC,SG,38,38,33.1,8.3,16.9,.491,3.4,7.9,.434,4.8,8.9,.543,.594,3.9,4.6,.841,0.4,3.2,3.5,2.2,1.4,0.2,2.1,1.9,23.9,,powelno01
26,Donovan Mitchell,28,CLE,SG,44,44,31.4,8.3,18.6,.444,3.7,9.2,.397,4.6,9.4,.492,.543,3.5,4.2,.832,0.7,3.7,4.4,4.6,1.4,0.2,2.0,2.0,23.7,,mitchdo01
27,LeBron James,40,LAL,SF,41,41,34.9,9.2,18.0,.510,2.1,5.5,.383,7.1,12.5,.566,.569,3.1,4.1,.757,0.9,6.7,7.6,9.0,0.9,0.6,3.8,1.3,23.6,,jamesle01
28,Zion Williamson,24,NOP,PF,12,12,28.5,8.8,17.3,.512,0.2,0.8,.200,8.7,16.4,.528,.517,5.3,8.4,.634,3.1,5.3,8.3,4.8,1.1,1.3,3.4,3.1,23.2,,willizi01
29,Jaylen Brown,28,BOS,SF,40,40,35.5,8.5,18.9,.451,2.0,6.3,.320,6.5,12.7,.516,.504,4.1,5.5,.744,1.5,4.5,6.0,4.8,1.3,0.3,2.7,2.5,23.1,,brownja02
30,Jaren Jackson Jr.,25,MEM,C,45,45,29.5,8.3,16.7,.499,1.8,5.2,.355,6.5,11.5,.565,.555,4.3,5.5,.782,1.5,4.7,6.2,2.1,1.4,1.6,2.2,3.3,22.8,,jacksja02
31,Trae Young,26,ATL,PG,42,42,36.1,7.0,17.3,.401,2.9,8.4,.345,4.0,8.9,.455,.485,6.0,7.0,.853,0.5,2.8,3.4,11.5,1.3,0.2,4.6,2.0,22.8,,youngtr01
32,Stephen Curry,36,GSW,PG,37,37,31.7,7.5,17.0,.443,4.3,10.6,.403,3.2,6.4,.508,.568,3.0,3.2,.933,0.5,4.2,4.8,6.4,1.1,0.5,3.0,1.2,22.3,,curryst01
33,Brandon Ingram,27,NOP,SF,18,18,33.1,8.6,18.5,.465,2.4,6.4,.374,6.2,12.1,.514,.530,2.6,3.1,.855,0.9,4.6,5.6,5.2,0.9,0.6,3.8,2.5,22.2,,ingrabr01
34,RJ Barrett,24,TOR,SF,38,38,33.5,8.2,17.4,.470,1.9,5.3,.350,6.3,12.1,.524,.524,3.7,5.6,.670,1.0,5.7,6.7,5.8,0.8,0.3,3.1,2.4,22.0,,barrerj01
35,CJ McCollum,33,NOP,PG,34,34,33.4,8.2,18.3,.449,3.1,8.3,.371,5.1,10.0,.515,.534,2.4,3.4,.701,0.7,3.0,3.7,3.8,0.8,0.6,1.7,2.4,22.0,,mccolcj01
36,DeMar DeRozan,35,SAC,SF,41,41,35.9,8.1,16.6,.487,0.9,2.6,.324,7.2,14.0,.517,.513,4.7,5.4,.864,0.5,3.3,3.8,3.6,1.2,0.4,1.4,2.0,21.7,,derozde01
37,Darius Garland,25,CLE,PG,45,45,30.4,7.8,15.6,.499,3.0,7.0,.425,4.8,8.6,.560,.595,3.2,3.6,.883,0.6,2.0,2.5,6.8,1.1,0.2,2.4,2.0,21.7,,garlada01
38,James Harden,35,LAC,PG,43,43,33.7,6.3,15.9,.398,2.9,8.3,.348,3.4,7.6,.451,.488,6.2,6.9,.896,0.6,5.3,5.9,8.3,1.4,0.6,4.6,2.1,21.7,,hardeja01
39,Jalen Green,22,HOU,SG,45,45,32.8,7.4,17.2,.429,2.9,8.0,.359,4.5,9.2,.489,.512,3.6,4.1,.871,0.5,3.7,4.3,2.8,0.9,0.3,2.4,1.7,21.2,,greenja05
40,Trey Murphy III,24,NOP,SF,31,29,35.1,7.0,15.8,.445,3.0,8.5,.350,4.1,7.3,.555,.539,4.1,4.6,.889,1.0,4.1,5.1,3.0,1.2,0.8,1.6,2.4,21.2,,murphtr02
41,Jordan Poole,25,WAS,SG,38,38,31.2,6.9,16.2,.423,3.7,9.3,.401,3.2,7.0,.453,.537,3.8,4.3,.867,0.5,2.6,3.1,5.0,1.6,0.4,3.4,3.2,21.2,,poolejo01
42,Brandon Miller,22,CHO,SF,27,27,34.2,7.3,18.2,.403,3.9,10.9,.355,3.5,7.3,.475,.509,2.5,2.9,.861,0.9,3.9,4.9,3.6,1.1,0.7,2.8,2.7,21.0,,millebr02
43,Domantas Sabonis,28,SAC,C,43,43,36.2,8.3,13.6,.609,1.2,2.4,.481,7.1,11.2,.637,.652,3.3,4.3,.766,4.0,10.6,14.6,6.5,0.6,0.4,3.1,3.6,21.0,,sabondo01
44,Jalen Williams,23,OKC,SG,44,44,32.8,8.1,17.0,.475,1.7,5.0,.347,6.3,12.0,.528,.526,3.2,4.0,.790,0.8,4.8,5.5,5.2,1.8,0.8,2.3,2.5,21.0,,willija06
45,Ja Morant,25,MEM,PG,28,28,28.4,7.0,15.6,.445,1.5,4.8,.306,5.5,10.9,.507,.492,4.9,6.1,.812,0.6,3.5,4.2,7.5,1.3,0.3,3.9,1.8,20.3,,moranja01
46,Scottie Barnes,23,TOR,PF,33,33,34.8,7.6,16.7,.457,1.4,5.1,.272,6.2,11.6,.538,.498,3.5,4.6,.757,1.7,6.5,8.2,6.6,1.5,0.9,3.2,2.1,20.2,,barnesc01
47,Pascal Siakam,30,IND,PF,45,45,33.2,7.8,14.8,.526,1.7,4.2,.413,6.1,10.6,.571,.585,2.8,3.8,.743,1.8,5.6,7.4,3.4,0.9,0.4,1.3,2.6,20.2,,siakapa01
48,Nikola Vučević,34,CHI,C,46,46,32.4,8.2,15.0,.549,1.9,4.7,.398,6.4,10.3,.618,.612,1.8,2.2,.820,2.4,7.9,10.3,3.5,0.9,0.7,1.6,2.4,20.1,,vucevni01
49,Jamal Murray,27,DEN,PG,40,40,36.0,7.4,16.2,.454,2.1,5.7,.372,5.3,10.5,.499,.519,3.0,3.5,.864,0.6,3.5,4.0,6.0,1.5,0.6,2.3,1.7,19.8,,murraja01
50,Lauri Markkanen,27,UTA,PF,34,34,31.8,6.4,14.9,.426,3.0,8.5,.348,3.4,6.4,.530,.526,4.0,4.6,.873,1.7,4.4,6.1,1.8,0.8,0.3,1.4,1.7,19.7,,markkla01
51,Cameron Johnson,28,BRK,PF,35,35,32.3,6.5,13.1,.491,3.2,7.6,.419,3.3,5.5,.591,.613,3.3,3.7,.898,0.7,3.3,4.1,2.9,0.8,0.5,1.7,1.8,19.4,,johnsca02
52,De'Andre Hunter,27,ATL,SF,32,2,28.3,6.2,13.4,.463,2.7,6.6,.403,3.6,6.8,.521,.562,4.1,4.8,.857,0.6,3.0,3.7,1.5,0.8,0.1,1.5,2.4,19.2,,huntede01
53,Alperen Şengün,22,HOU,C,45,45,31.4,7.6,15.6,.489,0.3,1.4,.231,7.3,14.1,.516,.500,3.6,5.1,.703,3.4,6.9,10.4,5.1,1.3,0.8,2.4,2.8,19.2,,sengual01
54,Miles Bridges,26,CHO,PF,29,29,31.7,6.8,15.5,.438,2.1,6.8,.311,4.7,8.8,.535,.506,3.2,3.7,.877,0.9,6.4,7.3,3.7,0.7,0.6,2.1,1.6,18.9,,bridgmi02
55,Jalen Johnson,23,ATL,SF,36,36,35.7,7.5,15.1,.500,1.2,3.9,.312,6.3,11.1,.566,.541,2.6,3.5,.746,1.7,8.3,10.0,5.0,1.6,1.0,2.9,1.9,18.9,,johnsja05
56,Julius Randle,30,MIN,PF,46,46,33.0,6.6,14.1,.466,1.5,4.7,.329,5.0,9.4,.535,.521,4.2,5.2,.812,2.2,5.1,7.3,4.5,0.7,0.2,3.0,2.6,18.9,,randlju01
57,Kristaps Porziņģis,29,BOS,C,22,22,28.0,6.3,13.2,.479,2.3,5.7,.405,4.0,7.5,.537,.567,3.8,4.5,.848,1.8,5.2,7.0,1.8,0.6,1.4,1.0,2.6,18.8,,porzikr01
58,Austin Reaves,26,LAL,SG,39,39,35.1,6.1,13.8,.443,2.6,7.1,.361,3.5,6.7,.531,.536,3.6,4.3,.838,0.8,3.3,4.2,6.1,1.1,0.2,2.4,2.0,18.4,,reaveau01
59,Collin Sexton,26,UTA,SG,42,40,28.9,6.5,13.8,.474,1.9,4.7,.406,4.6,9.1,.509,.543,3.4,3.8,.888,1.1,1.8,2.9,4.1,0.7,0.1,2.6,2.2,18.4,,sextoco01
60,Anfernee Simons,25,POR,SG,42,42,32.2,6.5,15.4,.423,3.0,8.1,.369,3.5,7.3,.484,.520,2.4,2.6,.901,0.3,2.5,2.8,4.7,0.9,0.1,2.2,1.8,18.4,,simonan01
61,Mikal Bridges,28,NYK,SF,47,47,38.4,7.5,15.1,.497,2.4,6.7,.360,5.1,8.3,.609,.578,0.9,1.2,.750,0.9,2.2,3.1,3.3,1.0,0.5,1.6,1.4,18.3,,bridgmi01
62,Coby White,24,CHI,SG,40,40,32.6,6.2,14.3,.437,3.0,8.3,.364,3.2,6.0,.538,.542,2.8,3.2,.874,0.4,3.1,3.4,4.7,1.0,0.2,2.4,2.3,18.2,,whiteco01
63,John Collins,27,UTA,PF,28,19,29.8,6.6,12.5,.531,1.5,3.3,.446,5.2,9.2,.562,.590,3.3,3.8,.869,2.4,6.0,8.4,2.5,1.1,0.9,2.6,2.9,18.1,,collijo01
64,Evan Mobley,23,CLE,PF,40,40,30.1,7.0,12.3,.567,1.1,2.8,.405,5.8,9.5,.615,.613,3.1,4.1,.756,2.1,6.8,8.9,2.9,0.9,1.4,2.0,2.0,18.1,,mobleev01
65,Michael Porter Jr.,26,DEN,SF,46,46,33.2,6.8,13.4,.511,2.6,6.3,.410,4.3,7.1,.601,.608,1.8,2.5,.724,1.6,4.8,6.4,2.2,0.6,0.4,1.3,1.8,18.1,,portemi01
66,Tyrese Haliburton,24,IND,PG,44,44,34.3,6.2,13.8,.450,2.9,8.0,.365,3.3,5.9,.566,.555,2.6,3.1,.859,0.6,2.9,3.6,8.7,1.2,0.6,1.8,1.3,18.0,,halibty01
67,Malik Monk,26,SAC,SG,38,25,31.7,6.5,14.4,.448,2.3,6.9,.333,4.2,7.5,.554,.528,2.7,3.0,.878,0.3,3.3,3.7,5.8,1.0,0.5,2.0,2.6,17.9,,monkma01
68,Desmond Bane,26,MEM,SG,38,37,29.9,6.7,13.4,.497,2.2,5.8,.388,4.4,7.6,.579,.581,2.1,2.4,.860,0.8,4.6,5.4,5.5,1.3,0.4,2.5,2.4,17.7,,banede01
69,Jaden Ivey,22,DET,SG,30,30,29.9,6.3,13.8,.460,2.1,5.1,.409,4.2,8.6,.490,.536,2.8,3.9,.733,1.3,2.8,4.1,4.0,0.9,0.4,3.0,2.2,17.6,,iveyja01
70,Dejounte Murray,28,NOP,PG,29,29,33.5,6.3,16.2,.389,1.7,5.8,.293,4.6,10.5,.441,.441,3.3,4.1,.814,0.5,6.0,6.6,7.7,2.2,0.4,3.4,2.0,17.6,,murrade01
71,Shaedon Sharpe,21,POR,SG,38,31,31.0,6.5,14.6,.443,1.9,6.1,.310,4.6,8.5,.539,.508,2.5,3.2,.792,0.7,3.3,4.0,2.5,0.8,0.3,2.0,1.9,17.3,,sharpsh01
72,Paul George,34,PHI,PF,30,30,32.0,6.3,14.6,.429,2.4,6.7,.365,3.8,7.9,.483,.513,2.2,2.6,.823,0.7,5.0,5.6,4.7,1.7,0.4,2.7,2.5,17.1,,georgpa01
73,Andrew Wiggins,29,GSW,SF,39,39,29.7,6.0,13.3,.448,2.2,5.7,.378,3.8,7.6,.500,.529,3.0,3.8,.796,1.5,3.2,4.6,2.3,0.9,0.7,1.3,1.7,17.1,,wiggian01
74,Jimmy Butler,35,MIA,PF,25,25,30.6,5.7,10.5,.540,0.5,1.4,.361,5.2,9.1,.568,.565,5.2,6.4,.801,2.2,3.0,5.2,4.8,1.1,0.4,1.2,0.9,17.0,,butleji01
75,Bradley Beal,31,PHO,SG,32,23,32.9,6.5,13.5,.483,2.1,5.3,.391,4.5,8.3,.542,.559,1.8,2.3,.770,0.7,2.8,3.5,3.3,1.1,0.7,1.9,2.6,16.9,,bealbr01
76,Jonathan Kuminga,22,GSW,PF,32,10,26.0,6.1,13.2,.459,1.3,3.6,.345,4.8,9.6,.502,.506,3.4,5.3,.639,1.4,3.6,5.0,2.2,0.9,0.6,1.6,1.9,16.8,,kuminjo01
77,Chet Holmgren,22,OKC,C,10,10,26.5,5.6,11.1,.505,1.4,3.7,.378,4.2,7.4,.568,.568,3.8,4.9,.776,1.6,7.1,8.7,2.0,0.8,2.6,2.3,1.8,16.4,,holmgch01
78,Bennedict Mathurin,22,IND,SF,44,39,32.1,5.8,12.4,.471,1.5,4.3,.364,4.3,8.1,.527,.533,3.2,3.9,.821,1.3,4.7,5.9,1.9,0.7,0.4,2.1,2.6,16.4,,mathube01
79,OG Anunoby,27,NYK,PF,47,47,36.6,6.1,12.9,.476,2.0,5.8,.351,4.1,7.1,.578,.555,2.0,2.5,.805,1.3,3.5,4.8,2.1,1.5,0.9,1.3,2.3,16.3,,anunoog01
80,Malik Beasley,28,DET,SG,46,11,28.0,5.7,13.3,.429,3.7,9.2,.404,2.0,4.1,.484,.569,1.2,1.7,.684,0.5,2.4,3.0,1.8,0.9,0.0,1.1,1.4,16.3,,beaslma01
81,Keyonte George,21,UTA,PG,34,32,31.6,5.4,14.0,.384,2.7,7.9,.340,2.7,6.1,.442,.480,2.8,3.4,.810,0.5,3.0,3.5,5.8,0.8,0.2,2.9,1.8,16.2,,georgke01
82,Immanuel Quickley,25,TOR,PG,9,9,28.4,5.3,14.1,.378,2.2,6.4,.345,3.1,7.7,.406,.457,3.3,3.6,.938,0.1,2.1,2.2,6.1,0.7,0.1,1.8,1.8,16.2,,quickim01
83,Jalen Suggs,23,ORL,PG,35,35,28.6,5.6,13.7,.410,2.2,6.9,.314,3.5,6.8,.506,.489,2.8,3.1,.882,0.7,3.4,4.0,3.7,1.5,0.9,2.9,2.8,16.2,,suggsja01
84,Devin Vassell,24,SAS,SG,28,17,29.8,6.0,13.6,.442,2.4,6.2,.382,3.7,7.5,.493,.529,1.8,2.3,.781,0.7,3.0,3.8,3.1,1.2,0.6,1.7,1.6,16.2,,vassede01
85,Jordan Clarkson,32,UTA,SG,23,3,25.4,5.3,13.0,.410,2.0,5.6,.349,3.4,7.4,.456,.485,3.2,4.0,.804,0.7,2.7,3.3,3.9,0.8,0.3,2.4,1.6,15.9,,clarkjo01
86,Derrick White,30,BOS,SG,44,44,33.6,5.5,12.6,.433,3.3,8.8,.370,2.2,3.8,.581,.563,1.7,2.0,.833,1.0,3.4,4.4,4.1,0.9,1.2,1.6,2.0,15.9,,whitede01
87,Bam Adebayo,27,MIA,C,44,44,33.7,6.1,13.3,.460,0.7,2.4,.274,5.4,10.8,.501,.485,3.0,4.1,.726,2.5,7.5,10.0,4.5,1.4,0.8,2.1,2.2,15.8,,adebaba01
88,Gradey Dick,21,TOR,SG,40,40,29.8,5.4,13.0,.415,2.3,6.5,.346,3.1,6.5,.484,.502,2.7,3.1,.885,0.7,2.6,3.3,2.1,0.8,0.2,1.6,2.4,15.7,,dickgr01
89,Mark Williams,23,CHO,C,20,17,24.3,6.2,10.1,.609,0.0,0.1,.000,6.2,10.1,.612,.609,3.2,4.2,.750,3.3,6.1,9.4,2.5,0.7,1.2,1.1,2.7,15.5,,willima07
90,Myles Turner,28,IND,C,42,42,31.1,5.5,11.6,.479,2.0,5.2,.393,3.5,6.4,.551,.568,2.2,3.0,.746,1.4,5.5,6.8,1.5,0.8,2.0,1.9,2.8,15.4,,turnemy01
91,Jared McCain,20,PHI,SG,23,8,25.7,5.5,11.9,.460,2.2,5.8,.383,3.3,6.1,.532,.553,2.1,2.4,.875,0.6,1.9,2.4,2.6,0.7,0.0,1.6,1.6,15.3,,mccaija01
92,Fred VanVleet,30,HOU,PG,42,42,35.9,5.2,13.4,.391,2.8,7.9,.352,2.5,5.5,.448,.495,1.9,2.4,.818,0.7,3.3,4.0,5.9,1.7,0.5,1.6,2.5,15.2,,vanvlfr01
